ID,Cluster
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,2
509,1
510,1
511,2
512,1
513,1
514,1
515,2
516,1
517,2
518,1
519,2
520,2
521,2
522,1
523,1
524,2
525,2
526,2
527,1
528,1
529,2
530,1
531,1
532,2
533,1
534,1
535,1
536,1
537,2
538,1
539,1
540,2
541,1
542,1
543,1
544,1
545,2
546,1
547,2
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,2
557,2
558,2
559,1
560,2
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,2
571,1
572,2
573,1
574,1
575,2
576,1
577,2
578,1
579,1
580,1
581,1
582,2
583,1
584,1
585,2
586,1
587,1
588,1
589,2
590,1
591,1
592,1
593,1
594,2
595,2
596,2
597,1
598,1
599,1
600,1
601,2
602,1
603,1
604,1
605,1
606,1
607,1
608,2
609,1
610,1
611,1
612,1
613,2
614,1
615,1
616,1
617,2
618,2
619,1
620,1
621,1
622,1
623,2
624,1
625,2
626,1
627,1
628,1
629,1
630,1
631,2
632,1
633,1
634,1
635,1
636,1
637,2
638,2
639,2
640,2
641,1
642,1
643,1
644,2
645,1
646,1
647,1
648,1
649,1
650,1
651,2
652,1
653,1
654,2
655,1
656,1
657,2
658,2
659,2
660,1
661,1
662,1
663,2
664,2
665,2
666,1
667,2
668,1
669,1
670,2
671,2
672,2
673,1
674,1
675,1
676,1
677,2
678,2
679,1
680,2
681,1
682,2
683,1
684,1
685,1
686,2
687,2
688,1
689,1
690,1
691,1
692,1
693,2
694,1
695,1
696,1
697,1
698,1
699,2
700,1
701,2
702,2
703,1
704,2
705,2
706,1
707,2
708,2
709,2
710,2
711,1
712,2
713,2
714,1
715,1
716,2
717,2
718,1
719,1
720,2
721,2
722,1
723,1
724,1
725,2
726,1
727,1
728,2
729,1
730,2
731,1
732,2
733,1
734,2
735,2
736,2
737,1
738,2
739,1
740,1
741,2
742,2
743,1
744,1
745,1
746,1
747,1
748,2
749,1
750,2
751,1
752,1
753,2
754,1
755,2
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,2
764,1
765,2
766,2
767,1
768,1
769,1
770,2
771,2
772,2
773,2
774,2
775,2
776,1
777,1
778,1
779,1
780,1
781,2
782,1
783,1
784,1
785,2
786,1
787,2
788,2
789,1
790,1
791,1
792,2
793,2
794,2
795,1
796,1
797,1
798,1
799,2
800,1
801,1
802,1
803,1
804,2
805,1
806,1
807,2
808,2
809,1
810,2
811,2
812,1
813,1
814,1
815,2
816,1
817,2
818,2
819,1
820,2
821,2
822,2
823,2
824,2
825,1
826,2
827,1
828,1
829,2
830,2
831,1
832,2
833,2
834,1
835,2
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,2
844,1
845,1
846,1
847,2
848,2
849,1
850,2
851,2
852,1
853,1
854,2
855,2
856,1
857,2
858,2
859,1
860,2
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,2
869,1
870,1
871,1
872,2
873,1
874,1
875,2
876,1
877,1
878,1
879,1
880,2
881,2
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,2
890,1
891,2
892,2
893,1
894,1
895,1
896,2
897,2
898,1
899,1
900,1
901,2
902,1
903,2
904,1
905,2
906,2
907,1
908,1
909,1
910,1
911,2
912,2
913,2
914,1
915,2
916,1
917,1
918,1
919,2
920,2
921,2
922,2
923,2
924,1
925,1
926,1
927,1
928,2
929,2
930,1
931,1
932,2
933,2
934,2
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,2
944,2
945,1
946,2
947,2
948,1
949,1
950,1
951,2
952,2
953,1
954,2
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,2
964,2
965,2
966,2
967,1
968,1
969,2
970,1
971,2
972,2
973,2
974,1
975,1
976,2
977,1
978,2
979,1
980,2
981,2
982,1
983,1
984,2
985,1
986,1
987,1
988,2
989,2
990,1
991,1
992,2
993,1
994,2
995,1
996,1
997,1
998,1
999,2
1000,1
