ID,Cluster
501,1
502,2
503,2
504,1
505,2
506,1
507,1
508,1
509,1
510,2
511,2
512,1
513,2
514,2
515,1
516,1
517,1
518,2
519,2
520,1
521,2
522,1
523,1
524,2
525,2
526,2
527,1
528,2
529,1
530,2
531,2
532,1
533,1
534,2
535,2
536,2
537,2
538,2
539,2
540,1
541,1
542,1
543,2
544,2
545,2
546,2
547,1
548,1
549,1
550,2
551,2
552,2
553,2
554,2
555,1
556,2
557,2
558,2
559,2
560,1
561,2
562,2
563,2
564,2
565,1
566,2
567,2
568,2
569,1
570,2
571,2
572,1
573,2
574,2
575,1
576,1
577,1
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,1
589,1
590,2
591,1
592,1
593,1
594,1
595,2
596,1
597,2
598,2
599,1
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,1
611,2
612,2
613,2
614,1
615,1
616,2
617,2
618,2
619,2
620,1
621,2
622,2
623,2
624,1
625,2
626,1
627,2
628,1
629,1
630,2
631,2
632,2
633,1
634,2
635,1
636,2
637,2
638,2
639,1
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,1
654,1
655,1
656,2
657,2
658,2
659,2
660,1
661,2
662,2
663,2
664,1
665,1
666,2
667,2
668,2
669,2
670,2
671,2
672,2
673,1
674,2
675,2
676,2
677,2
678,1
679,2
680,2
681,2
682,1
683,1
684,2
685,2
686,1
687,2
688,1
689,1
690,2
691,2
692,2
693,2
694,2
695,2
696,1
697,1
698,2
699,1
700,2
701,1
702,1
703,2
704,1
705,2
706,1
707,2
708,2
709,1
710,2
711,2
712,2
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,2
722,2
723,2
724,1
725,2
726,2
727,1
728,2
729,1
730,2
731,2
732,2
733,2
734,1
735,1
736,1
737,2
738,2
739,1
740,2
741,2
742,2
743,2
744,2
745,1
746,2
747,1
748,2
749,2
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,2
786,1
787,2
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,2
837,1
838,1
839,1
840,1
841,2
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,2
851,2
852,1
853,1
854,1
855,2
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,2
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,2
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,2
950,1
951,1
952,1
953,1
954,1
955,2
956,2
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,2
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,2
982,2
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,2
996,1
997,1
998,2
999,1
1000,1
